content_id,content_name,genre,language,content_type,release_year,avg_rating,duration_mins,cast,director
303,Title_303,SciFi,Hindi,Series,2018,6.5,178,"Actor_2, Actor_75",Director_17
304,Title_304,Animation,Tamil,Movie,2017,8.5,145,"Actor_36, Actor_97",Director_6
305,Title_305,Animation,Tamil,Short,2021,8.4,112,"Actor_1, Actor_70",Director_25
306,Title_306,Documentary,Kannada,Movie,2015,3.9,22,"Actor_10, Actor_98",Director_4
307,Title_307,Crime,Telugu,Series,2026,6.5,86,"Actor_27, Actor_66",Director_6
308,Title_308,Animation,Hindi,Short,2015,9.1,108,"Actor_9, Actor_67",Director_11
309,Title_309,Action,Telugu,Series,2020,8.0,46,"Actor_21, Actor_67",Director_16
310,Title_310,Romance,Kannada,Series,2015,7.4,54,"Actor_33, Actor_72",Director_7
311,Title_311,SciFi,Tamil,Short,2018,7.3,138,"Actor_14, Actor_66",Director_21
312,Title_312,Crime,Hindi,Short,2026,8.6,172,"Actor_23, Actor_62",Director_12
313,Title_313,SciFi,Telugu,Movie,2022,6.7,173,"Actor_14, Actor_71",Director_7
314,Title_314,Drama,Tamil,Series,2015,7.2,81,"Actor_39, Actor_85",Director_3
315,Title_315,Romance,Telugu,Short,2024,7.7,37,"Actor_18, Actor_70",Director_3
316,Title_316,Comedy,Kannada,Short,2025,6.9,62,"Actor_4, Actor_77",Director_3
317,Title_317,Crime,Hindi,Movie,2017,8.1,126,"Actor_40, Actor_75",Director_22
318,Title_318,Thriller,Tamil,Short,2017,3.0,47,"Actor_50, Actor_93",Director_30
319,Title_319,Romance,Telugu,Short,2016,7.9,98,"Actor_4, Actor_57",Director_27
320,Title_320,Comedy,English,Short,2018,8.2,168,"Actor_46, Actor_53",Director_24
321,Title_321,Romance,Tamil,Short,2019,3.0,29,"Actor_34, Actor_58",Director_17
322,Title_322,Comedy,English,Series,2023,3.0,89,"Actor_7, Actor_82",Director_4
323,Title_323,Horror,Hindi,Series,2015,5.5,25,"Actor_47, Actor_68",Director_13
324,Title_324,Romance,Telugu,Short,2023,7.0,88,"Actor_8, Actor_99",Director_29
325,Title_325,Documentary,Hindi,Series,2023,4.8,100,"Actor_48, Actor_60",Director_25
326,Title_326,Documentary,Tamil,Short,2025,7.5,116,"Actor_39, Actor_64",Director_14
327,Title_327,Action,Kannada,Series,2020,6.3,31,"Actor_35, Actor_91",Director_6
328,Title_328,SciFi,English,Short,2019,7.6,118,"Actor_13, Actor_51",Director_28
329,Title_329,Animation,Telugu,Movie,2024,8.6,137,"Actor_15, Actor_66",Director_22
330,Title_330,Crime,Hindi,Series,2018,5.6,101,"Actor_21, Actor_56",Director_5
331,Title_331,Horror,English,Series,2024,4.8,48,"Actor_31, Actor_92",Director_8
332,Title_332,Crime,Hindi,Short,2024,6.2,98,"Actor_27, Actor_87",Director_18
333,Title_333,Crime,Kannada,Series,2025,7.5,86,"Actor_6, Actor_71",Director_27
334,Title_334,SciFi,Hindi,Movie,2026,7.7,71,"Actor_30, Actor_53",Director_23
335,Title_335,Horror,Tamil,Short,2016,6.4,39,"Actor_35, Actor_100",Director_24
336,Title_336,Horror,Telugu,Short,2023,5.5,103,"Actor_38, Actor_81",Director_1
337,Title_337,SciFi,Telugu,Movie,2018,5.3,115,"Actor_50, Actor_73",Director_19
338,Title_338,Action,Hindi,Short,2018,3.7,169,"Actor_4, Actor_80",Director_23
339,Title_339,Horror,English,Short,2022,6.1,60,"Actor_35, Actor_77",Director_1
340,Title_340,Documentary,Telugu,Movie,2015,4.1,150,"Actor_38, Actor_87",Director_18
341,Title_341,Action,Tamil,Series,2023,3.0,45,"Actor_20, Actor_97",Director_17
342,Title_342,Comedy,Kannada,Short,2023,7.0,95,"Actor_32, Actor_65",Director_16
343,Title_343,SciFi,Kannada,Movie,2020,4.1,43,"Actor_14, Actor_96",Director_5
344,Title_344,Action,Telugu,Movie,2025,3.8,125,"Actor_39, Actor_51",Director_25
345,Title_345,Crime,Telugu,Series,2019,8.4,79,"Actor_36, Actor_52",Director_9
346,Title_346,Romance,Tamil,Short,2015,6.8,145,"Actor_9, Actor_75",Director_10
347,Title_347,Documentary,Kannada,Series,2016,4.7,143,"Actor_37, Actor_62",Director_18
348,Title_348,Documentary,English,Short,2018,9.0,151,"Actor_12, Actor_87",Director_13
349,Title_349,Horror,English,Series,2015,3.9,41,"Actor_42, Actor_91",Director_30
350,Title_350,Romance,Tamil,Short,2025,5.7,127,"Actor_13, Actor_98",Director_5
351,Title_351,Comedy,Tamil,Movie,2020,6.4,140,"Actor_21, Actor_89",Director_1
352,Title_352,Comedy,Telugu,Series,2025,8.1,66,"Actor_2, Actor_66",Director_11
353,Title_353,Drama,English,Short,2021,3.7,156,"Actor_8, Actor_67",Director_7
354,Title_354,Comedy,Tamil,Series,2021,3.8,51,"Actor_13, Actor_86",Director_6
355,Title_355,Drama,Tamil,Short,2019,3.2,125,"Actor_10, Actor_62",Director_8
356,Title_356,Action,Kannada,Movie,2020,3.6,150,"Actor_10, Actor_54",Director_5
357,Title_357,Crime,Telugu,Series,2026,5.1,89,"Actor_49, Actor_53",Director_3
358,Title_358,Animation,Kannada,Short,2023,7.0,112,"Actor_26, Actor_93",Director_19
359,Title_359,Thriller,English,Short,2015,4.6,170,"Actor_33, Actor_93",Director_1
360,Title_360,Comedy,Hindi,Series,2023,8.7,121,"Actor_8, Actor_59",Director_8
361,Title_361,Documentary,Telugu,Short,2025,9.4,132,"Actor_33, Actor_93",Director_16
362,Title_362,Horror,English,Movie,2020,7.5,126,"Actor_38, Actor_81",Director_1
363,Title_363,Comedy,Kannada,Series,2023,9.4,31,"Actor_45, Actor_77",Director_14
364,Title_364,Documentary,English,Series,2016,6.6,164,"Actor_9, Actor_87",Director_6
365,Title_365,Drama,Telugu,Series,2017,8.1,89,"Actor_28, Actor_88",Director_22
366,Title_366,Horror,English,Movie,2025,3.3,136,"Actor_6, Actor_71",Director_9
367,Title_367,Romance,Hindi,Short,2021,3.5,115,"Actor_25, Actor_68",Director_26
368,Title_368,Romance,Kannada,Series,2023,4.5,120,"Actor_28, Actor_61",Director_19
369,Title_369,SciFi,Hindi,Short,2016,6.3,171,"Actor_43, Actor_70",Director_14
370,Title_370,Horror,Hindi,Series,2019,6.1,133,"Actor_13, Actor_100",Director_4
371,Title_371,Animation,Tamil,Series,2026,7.2,62,"Actor_19, Actor_91",Director_1
372,Title_372,Thriller,Kannada,Series,2018,3.4,67,"Actor_10, Actor_100",Director_17
373,Title_373,Romance,Hindi,Series,2018,5.8,146,"Actor_23, Actor_88",Director_27
374,Title_374,Crime,Telugu,Movie,2021,4.7,25,"Actor_24, Actor_88",Director_26
375,Title_375,Documentary,English,Movie,2019,6.9,164,"Actor_17, Actor_88",Director_21
376,Title_376,Crime,Telugu,Movie,2024,3.3,158,"Actor_47, Actor_73",Director_21
377,Title_377,SciFi,Hindi,Series,2018,4.1,156,"Actor_39, Actor_54",Director_20
378,Title_378,Documentary,Tamil,Series,2015,6.0,161,"Actor_8, Actor_81",Director_19
379,Title_379,Action,Kannada,Series,2015,8.6,35,"Actor_30, Actor_99",Director_15
380,Title_380,Crime,Tamil,Movie,2021,3.4,79,"Actor_23, Actor_90",Director_5
381,Title_381,Drama,Kannada,Short,2022,3.5,138,"Actor_29, Actor_73",Director_11
382,Title_382,Horror,Hindi,Series,2025,4.8,157,"Actor_14, Actor_70",Director_4
383,Title_383,Comedy,Hindi,Movie,2019,4.8,109,"Actor_37, Actor_60",Director_30
384,Title_384,SciFi,Hindi,Movie,2021,7.9,138,"Actor_45, Actor_91",Director_7
385,Title_385,Comedy,Telugu,Series,2026,9.1,127,"Actor_19, Actor_79",Director_3
386,Title_386,Comedy,Hindi,Series,2016,3.7,104,"Actor_3, Actor_67",Director_4
387,Title_387,Action,Hindi,Short,2019,6.4,64,"Actor_50, Actor_94",Director_19
388,Title_388,Comedy,Kannada,Movie,2018,9.3,123,"Actor_1, Actor_100",Director_18
389,Title_389,Action,Hindi,Series,2019,3.0,104,"Actor_47, Actor_96",Director_14
390,Title_390,Horror,Telugu,Movie,2024,4.1,148,"Actor_26, Actor_81",Director_20
391,Title_391,Horror,Hindi,Movie,2017,5.4,134,"Actor_7, Actor_51",Director_2
392,Title_392,Animation,Hindi,Short,2017,7.8,107,"Actor_43, Actor_90",Director_28
393,Title_393,Romance,Hindi,Movie,2015,4.2,172,"Actor_24, Actor_54",Director_29
394,Title_394,Horror,Hindi,Series,2023,7.9,42,"Actor_24, Actor_89",Director_14
395,Title_395,Drama,Hindi,Short,2020,4.5,27,"Actor_27, Actor_99",Director_17
396,Title_396,Drama,Tamil,Series,2015,7.2,35,"Actor_36, Actor_70",Director_25
397,Title_397,SciFi,Hindi,Movie,2026,6.3,173,"Actor_39, Actor_97",Director_23
398,Title_398,Documentary,Tamil,Movie,2017,7.3,107,"Actor_38, Actor_67",Director_29
399,Title_399,Animation,English,Series,2020,7.0,55,"Actor_48, Actor_93",Director_1
400,Title_400,SciFi,Tamil,Short,2021,4.6,120,"Actor_30, Actor_98",Director_10
401,Title_401,Animation,Telugu,Short,2026,7.4,136,"Actor_40, Actor_98",Director_13
402,Title_402,Comedy,Tamil,Series,2026,5.5,91,"Actor_43, Actor_100",Director_27
403,Title_403,Romance,Tamil,Short,2024,6.7,127,"Actor_4, Actor_59",Director_5
404,Title_404,Drama,Telugu,Series,2015,3.2,75,"Actor_35, Actor_60",Director_17
405,Title_405,Thriller,Hindi,Short,2026,9.2,97,"Actor_10, Actor_77",Director_8
406,Title_406,Comedy,Tamil,Series,2017,8.5,125,"Actor_5, Actor_61",Director_2
407,Title_407,Action,Kannada,Movie,2017,7.0,81,"Actor_6, Actor_69",Director_24
408,Title_408,Documentary,Hindi,Movie,2015,4.2,148,"Actor_39, Actor_51",Director_17
409,Title_409,Action,English,Short,2026,7.9,74,"Actor_17, Actor_64",Director_30
410,Title_410,Animation,Hindi,Short,2015,8.8,22,"Actor_45, Actor_77",Director_15
411,Title_411,Comedy,Kannada,Movie,2019,3.7,98,"Actor_10, Actor_79",Director_24
412,Title_412,Romance,Telugu,Series,2016,4.4,108,"Actor_25, Actor_72",Director_17
413,Title_413,Action,Tamil,Series,2024,3.5,49,"Actor_50, Actor_93",Director_10
414,Title_414,Comedy,English,Movie,2017,9.4,101,"Actor_8, Actor_99",Director_12
415,Title_415,Horror,Tamil,Movie,2020,5.6,134,"Actor_32, Actor_51",Director_12
416,Title_416,Romance,Hindi,Short,2024,8.6,171,"Actor_25, Actor_71",Director_12
417,Title_417,Animation,Hindi,Short,2023,6.3,180,"Actor_9, Actor_63",Director_16
418,Title_418,Action,English,Short,2017,7.9,41,"Actor_46, Actor_59",Director_2
419,Title_419,Action,Hindi,Movie,2016,8.1,169,"Actor_13, Actor_100",Director_22
420,Title_420,Action,English,Short,2023,4.5,108,"Actor_10, Actor_83",Director_25
421,Title_421,Thriller,Kannada,Series,2017,4.5,52,"Actor_25, Actor_63",Director_28
422,Title_422,Thriller,Hindi,Short,2021,4.0,77,"Actor_7, Actor_86",Director_2
423,Title_423,Horror,Kannada,Short,2026,5.1,49,"Actor_38, Actor_98",Director_6
424,Title_424,Drama,Tamil,Movie,2023,5.4,177,"Actor_13, Actor_61",Director_18
425,Title_425,Crime,Tamil,Movie,2026,9.4,152,"Actor_46, Actor_56",Director_28
426,Title_426,Action,Kannada,Movie,2024,5.8,94,"Actor_50, Actor_93",Director_21
427,Title_427,Drama,Hindi,Series,2018,3.8,26,"Actor_41, Actor_100",Director_8
428,Title_428,Horror,Tamil,Series,2022,7.7,35,"Actor_1, Actor_60",Director_14
429,Title_429,Romance,Hindi,Series,2022,5.6,86,"Actor_23, Actor_68",Director_1
430,Title_430,Crime,Tamil,Short,2020,4.2,165,"Actor_41, Actor_64",Director_15
431,Title_431,Comedy,Tamil,Movie,2020,6.7,95,"Actor_24, Actor_98",Director_12
432,Title_432,Horror,English,Short,2025,6.3,83,"Actor_18, Actor_63",Director_28
433,Title_433,SciFi,Tamil,Movie,2026,6.2,167,"Actor_27, Actor_76",Director_11
434,Title_434,Documentary,Hindi,Series,2015,4.5,150,"Actor_42, Actor_58",Director_6
435,Title_435,SciFi,Tamil,Series,2023,7.6,83,"Actor_45, Actor_58",Director_24
436,Title_436,Action,Kannada,Series,2022,8.2,151,"Actor_11, Actor_51",Director_2
437,Title_437,Drama,Hindi,Short,2017,6.5,79,"Actor_41, Actor_61",Director_26
438,Title_438,Action,Hindi,Series,2022,8.6,79,"Actor_49, Actor_91",Director_18
439,Title_439,Thriller,Hindi,Series,2020,7.7,148,"Actor_23, Actor_85",Director_24
440,Title_440,Drama,Hindi,Movie,2015,8.7,148,"Actor_6, Actor_99",Director_20
441,Title_441,Horror,Kannada,Short,2015,3.7,21,"Actor_17, Actor_58",Director_26
442,Title_442,Thriller,Telugu,Short,2016,4.7,100,"Actor_29, Actor_78",Director_9
443,Title_443,Animation,Tamil,Series,2019,7.3,97,"Actor_41, Actor_60",Director_11
444,Title_444,Romance,Tamil,Series,2023,9.0,61,"Actor_9, Actor_82",Director_21
445,Title_445,Drama,English,Movie,2015,3.6,27,"Actor_8, Actor_58",Director_30
446,Title_446,Crime,Telugu,Short,2019,3.4,124,"Actor_34, Actor_91",Director_14
447,Title_447,Crime,Hindi,Short,2024,6.1,100,"Actor_39, Actor_100",Director_11
448,Title_448,Documentary,Telugu,Movie,2024,9.1,171,"Actor_26, Actor_100",Director_21
449,Title_449,Documentary,Hindi,Movie,2018,8.8,177,"Actor_26, Actor_65",Director_14
450,Title_450,Horror,Hindi,Series,2020,6.9,79,"Actor_42, Actor_94",Director_5
451,Title_451,Horror,English,Short,2023,5.7,151,"Actor_2, Actor_54",Director_1
452,Title_452,SciFi,Telugu,Movie,2018,5.3,164,"Actor_37, Actor_52",Director_14
453,Title_453,Thriller,Tamil,Short,2017,7.0,29,"Actor_39, Actor_57",Director_14
454,Title_454,Crime,Kannada,Series,2018,4.1,65,"Actor_47, Actor_64",Director_15
455,Title_455,Drama,Kannada,Movie,2025,5.1,179,"Actor_47, Actor_85",Director_16
456,Title_456,Crime,Tamil,Short,2016,7.0,70,"Actor_28, Actor_57",Director_17
457,Title_457,SciFi,Telugu,Short,2015,9.2,164,"Actor_36, Actor_82",Director_4
458,Title_458,Crime,Kannada,Movie,2018,7.6,67,"Actor_6, Actor_82",Director_25
459,Title_459,Action,Tamil,Short,2023,4.0,109,"Actor_18, Actor_86",Director_27
460,Title_460,SciFi,English,Short,2016,3.7,89,"Actor_14, Actor_86",Director_6
461,Title_461,Documentary,Kannada,Movie,2026,4.9,160,"Actor_25, Actor_96",Director_3
462,Title_462,Drama,Tamil,Movie,2025,4.2,126,"Actor_29, Actor_63",Director_7
463,Title_463,Horror,Tamil,Movie,2018,3.8,118,"Actor_32, Actor_86",Director_9
464,Title_464,Comedy,English,Short,2019,8.0,27,"Actor_43, Actor_51",Director_9
465,Title_465,Action,Telugu,Series,2025,8.3,140,"Actor_48, Actor_70",Director_5
466,Title_466,Animation,English,Movie,2016,7.6,150,"Actor_10, Actor_95",Director_11
467,Title_467,Documentary,Kannada,Series,2026,7.4,131,"Actor_47, Actor_72",Director_29
468,Title_468,SciFi,Telugu,Series,2015,5.8,59,"Actor_49, Actor_67",Director_4
469,Title_469,Documentary,English,Short,2025,9.3,55,"Actor_17, Actor_68",Director_5
470,Title_470,Crime,English,Movie,2024,6.1,170,"Actor_15, Actor_99",Director_7
471,Title_471,Horror,Hindi,Series,2015,4.0,94,"Actor_43, Actor_87",Director_22
472,Title_472,Documentary,Hindi,Short,2017,4.7,92,"Actor_3, Actor_83",Director_11
473,Title_473,Animation,Kannada,Short,2018,9.2,89,"Actor_19, Actor_75",Director_16
474,Title_474,Thriller,English,Series,2018,7.3,161,"Actor_31, Actor_88",Director_14
475,Title_475,Crime,Hindi,Movie,2018,5.8,38,"Actor_4, Actor_74",Director_30
476,Title_476,Thriller,Hindi,Short,2020,5.9,116,"Actor_14, Actor_95",Director_14
477,Title_477,Crime,Kannada,Series,2022,4.7,83,"Actor_16, Actor_64",Director_28
478,Title_478,Documentary,English,Short,2023,4.0,158,"Actor_31, Actor_65",Director_23
479,Title_479,Action,English,Series,2025,4.4,105,"Actor_30, Actor_52",Director_11
480,Title_480,Romance,Kannada,Short,2018,6.9,58,"Actor_5, Actor_70",Director_24
481,Title_481,Crime,Telugu,Series,2019,9.4,157,"Actor_30, Actor_94",Director_18
482,Title_482,Documentary,Tamil,Movie,2023,4.4,29,"Actor_18, Actor_91",Director_24
483,Title_483,Romance,Hindi,Short,2018,7.0,88,"Actor_36, Actor_70",Director_22
484,Title_484,Thriller,English,Series,2015,9.3,100,"Actor_4, Actor_57",Director_23
485,Title_485,SciFi,Telugu,Short,2020,3.5,34,"Actor_36, Actor_94",Director_24
486,Title_486,Animation,Kannada,Short,2015,4.0,82,"Actor_24, Actor_56",Director_13
487,Title_487,Animation,Hindi,Short,2020,9.5,103,"Actor_28, Actor_66",Director_4
488,Title_488,Thriller,Telugu,Series,2017,9.3,86,"Actor_21, Actor_95",Director_17
489,Title_489,Horror,Kannada,Series,2016,3.5,134,"Actor_21, Actor_72",Director_21
490,Title_490,Horror,Kannada,Series,2019,5.5,175,"Actor_32, Actor_74",Director_1
491,Title_491,Action,Tamil,Short,2024,7.1,98,"Actor_50, Actor_62",Director_13
492,Title_492,Horror,English,Short,2023,4.6,54,"Actor_3, Actor_97",Director_6
493,Title_493,Thriller,Telugu,Short,2018,3.4,26,"Actor_49, Actor_52",Director_18
494,Title_494,Action,Hindi,Series,2018,7.4,92,"Actor_42, Actor_60",Director_7
495,Title_495,Thriller,Tamil,Movie,2017,3.5,115,"Actor_8, Actor_75",Director_16
496,Title_496,Crime,Kannada,Movie,2023,5.5,53,"Actor_43, Actor_80",Director_11
497,Title_497,Documentary,Kannada,Short,2017,9.1,76,"Actor_43, Actor_59",Director_22
498,Title_498,Romance,Telugu,Series,2019,5.3,20,"Actor_25, Actor_64",Director_24
499,Title_499,Action,Hindi,Movie,2023,9.2,93,"Actor_41, Actor_98",Director_28
500,Title_500,Horror,Kannada,Short,2018,8.6,47,"Actor_2, Actor_58",Director_24
